"iata_code","iana_tz","windows_tz"
"MYU","America/Nome","Alaskan Standard Time"
"MYV","America/Los_Angeles","Pacific Standard Time"
"MYW","Africa/Dar_es_Salaam","E. Africa Standard Time"
"MYX","Pacific/Port_Moresby","West Pacific Standard Time"
"MYY","Asia/Kuching","Singapore Standard Time"
"MYZ","Africa/Blantyre","South Africa Standard Time"
"MZA","America/Lima","SA Pacific Standard Time"
"MZB","Africa/Maputo","South Africa Standard Time"
"MZC","Africa/Libreville","W. Central Africa Standard Time"
"MZD","America/Guayaquil","SA Pacific Standard Time"
"MZE","America/Belize","Central America Standard Time"
"MZG","Asia/Taipei","Taipei Standard Time"
"MZH","Europe/Istanbul","Turkey Standard Time"
"MZI","Africa/Bamako","Greenwich Standard Time"
"MZJ","America/Phoenix","US Mountain Standard Time"
"MZK","Pacific/Tarawa","UTC+12"
"MZL","America/Bogota","SA Pacific Standard Time"
"MZO","America/Havana","Cuba Standard Time"
"MZP","Pacific/Auckland","New Zealand Standard Time"
"MZQ","Africa/Johannesburg","South Africa Standard Time"
"MZR","Asia/Kabul","Afghanistan Standard Time"
"MZS","Asia/Kuching","Singapore Standard Time"
"MZT","America/Mazatlan","Mountain Standard Time (Mexico)"
"MZU","Asia/Kolkata","India Standard Time"
"MZV","Asia/Kuching","Singapore Standard Time"
"MZW","Africa/Algiers","W. Central Africa Standard Time"
"MZY","Africa/Johannesburg","South Africa Standard Time"
"MZZ","America/Indiana/Indianapolis","US Eastern Standard Time"
"NAA","Australia/Sydney","AUS Eastern Standard Time"
"NAC","Australia/Adelaide","Cen. Australia Standard Time"
"NAD","America/Bogota","SA Pacific Standard Time"
"NAE","Africa/Porto-Novo","W. Central Africa Standard Time"
"NAF","Asia/Makassar","Singapore Standard Time"
"NAG","Asia/Kolkata","India Standard Time"
"NAH","Asia/Makassar","Singapore Standard Time"
"NAI","America/Guyana","SA Western Standard Time"
"NAJ","Asia/Baku","Azerbaijan Standard Time"
"NAK","Asia/Bangkok","SE Asia Standard Time"
"NAL","Europe/Moscow","Russian Standard Time"
"NAM","Asia/Jayapura","Tokyo Standard Time"
"NAN","Pacific/Fiji","Fiji Standard Time"
"NAO","Asia/Shanghai","China Standard Time"
"NAP","Europe/Rome","W. Europe Standard Time"
"NAQ","America/Thule","Atlantic Standard Time"
"NAR","America/Bogota","SA Pacific Standard Time"
"NAS","America/Nassau","Eastern Standard Time"
"NAT","America/Fortaleza","SA Eastern Standard Time"
"NAU","Pacific/Tahiti","Hawaiian Standard Time"
"NAV","Europe/Istanbul","Turkey Standard Time"
"NAW","Asia/Bangkok","SE Asia Standard Time"
"NAY","Asia/Shanghai","China Standard Time"
"NAZ","Pacific/Guadalcanal","Central Pacific Standard Time"
"NBA","Pacific/Port_Moresby","West Pacific Standard Time"
"NBB","America/Bogota","SA Pacific Standard Time"
"NBC","Europe/Moscow","Russian Standard Time"
"NBE","Africa/Tunis","W. Central Africa Standard Time"
"NBG","America/Chicago","Central Standard Time"
"NBH","Australia/Sydney","AUS Eastern Standard Time"
"NBL","America/Panama","SA Pacific Standard Time"
"NBN","Africa/Malabo","W. Central Africa Standard Time"
"NBO","Africa/Nairobi","E. Africa Standard Time"
"NBS","Asia/Shanghai","China Standard Time"
"NBW","America/Havana","Cuba Standard Time"
"NBX","Asia/Jayapura","Tokyo Standard Time"
"NCA","America/Grand_Turk","Turks And Caicos Standard Time"
"NCE","Europe/Paris","Romance Standard Time"
"NCG","America/Chihuahua","Mountain Standard Time (Mexico)"
"NCH","Africa/Dar_es_Salaam","E. Africa Standard Time"
"NCI","America/Bogota","SA Pacific Standard Time"
"NCJ","America/Argentina/Cordoba","Argentina Standard Time"
"NCL","Europe/London","GMT Standard Time"
"NCN","America/Anchorage","Alaskan Standard Time"
"NCO","America/New_York","Eastern Standard Time"
"NCR","America/Managua","Central America Standard Time"
"NCS","Africa/Johannesburg","South Africa Standard Time"
"NCT","America/Costa_Rica","Central America Standard Time"
"NCU","Asia/Samarkand","West Asia Standard Time"
"NCY","Europe/Paris","Romance Standard Time"
"NDA","Asia/Jayapura","Tokyo Standard Time"
"NDB","Africa/El_Aaiun","Morocco Standard Time"
"NDC","Asia/Kolkata","India Standard Time"
"NDD","Africa/Luanda","W. Central Africa Standard Time"
"NDE","Africa/Addis_Ababa","E. Africa Standard Time"
"NDF","Africa/Luanda","W. Central Africa Standard Time"
"NDG","Asia/Shanghai","China Standard Time"
"NDI","Pacific/Port_Moresby","West Pacific Standard Time"
"NDJ","Africa/Ndjamena","W. Central Africa Standard Time"
"NDK","Pacific/Majuro","UTC+12"
"NDL","Africa/Bangui","W. Central Africa Standard Time"
"NDM","Africa/Addis_Ababa","E. Africa Standard Time"
"NDN","Pacific/Port_Moresby","West Pacific Standard Time"
"NDR","Africa/Casablanca","Morocco Standard Time"
"NDS","Australia/Perth","W. Australia Standard Time"
"NDU","Africa/Windhoek","Namibia Standard Time"
"NDY","Europe/London","GMT Standard Time"
"NEC","America/Argentina/Buenos_Aires","Argentina Standard Time"
"NEF","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"NEG","America/Jamaica","SA Pacific Standard Time"
"NEI","Asia/Vladivostok","Vladivostok Standard Time"
"NEJ","Africa/Addis_Ababa","E. Africa Standard Time"
"NEK","Africa/Addis_Ababa","E. Africa Standard Time"
"NEL","America/New_York","Eastern Standard Time"
"NEN","America/New_York","Eastern Standard Time"
"NER","Asia/Yakutsk","Yakutsk Standard Time"
"NEU","Asia/Vientiane","SE Asia Standard Time"
"NEV","America/St_Kitts","SA Western Standard Time"
"NEW","America/Chicago","Central Standard Time"
"NFG","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"NFL","America/Los_Angeles","Pacific Standard Time"
"NFO","Pacific/Tongatapu","Tonga Standard Time"
"NFR","Africa/Tripoli","Libya Standard Time"
"NGA","Australia/Sydney","AUS Eastern Standard Time"
"NGB","Asia/Shanghai","China Standard Time"
"NGD","America/Tortola","SA Western Standard Time"
"NGE","Africa/Douala","W. Central Africa Standard Time"
"NGF","Pacific/Honolulu","Hawaiian Standard Time"
"NGI","Pacific/Fiji","Fiji Standard Time"
"NGK","Asia/Sakhalin","Sakhalin Standard Time"
"NGL","Africa/Johannesburg","South Africa Standard Time"
"NGO","Asia/Tokyo","Tokyo Standard Time"
"NGQ","Asia/Shanghai","China Standard Time"
"NGS","Asia/Tokyo","Tokyo Standard Time"
"NGU","America/New_York","Eastern Standard Time"
"NGX","Asia/Kathmandu","Nepal Standard Time"
"NHD","Asia/Dubai","Arabian Standard Time"
"NHF","Africa/Khartoum","Sudan Standard Time"
"NHK","America/New_York","Eastern Standard Time"
"NHT","Europe/London","GMT Standard Time"
"NHV","Pacific/Marquesas","Marquesas Standard Time"
"NHX","America/Chicago","Central Standard Time"
"NHZ","America/New_York","Eastern Standard Time"
"NIA","Africa/Monrovia","Greenwich Standard Time"
"NIB","America/Anchorage","Alaskan Standard Time"
"NIF","Australia/Perth","W. Australia Standard Time"
"NIG","Pacific/Tarawa","UTC+12"
"NIK","Africa/Dakar","Greenwich Standard Time"
"NIM","Africa/Niamey","W. Central Africa Standard Time"
"NIO","Africa/Kinshasa","W. Central Africa Standard Time"
"NIP","America/New_York","Eastern Standard Time"
"NIQ","America/Nuuk","Greenland Standard Time"
"NIR","America/Chicago","Central Standard Time"
"NIS","Pacific/Port_Moresby","West Pacific Standard Time"
"NIT","Europe/Paris","Romance Standard Time"
"NIU","Pacific/Tahiti","Hawaiian Standard Time"
"NIX","Africa/Bamako","Greenwich Standard Time"
"NJA","Asia/Tokyo","Tokyo Standard Time"
"NJC","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"NJF","Asia/Baghdad","Arabic Standard Time"
"NJJ","Asia/Shanghai","China Standard Time"
"NJK","America/Los_Angeles","Pacific Standard Time"
"NKB","Australia/Perth","W. Australia Standard Time"
"NKC","Africa/Nouakchott","Greenwich Standard Time"
"NKD","Asia/Jayapura","Tokyo Standard Time"
"NKG","Asia/Shanghai","China Standard Time"
"NKI","America/Sitka","Alaskan Standard Time"
"NKL","Africa/Kinshasa","W. Central Africa Standard Time"
"NKM","Asia/Tokyo","Tokyo Standard Time"
"NKN","Pacific/Port_Moresby","West Pacific Standard Time"
"NKP","Pacific/Tahiti","Hawaiian Standard Time"
"NKT","Europe/Istanbul","Turkey Standard Time"
"NKU","Africa/Maseru","South Africa Standard Time"
"NKW","Indian/Chagos","Central Asia Standard Time"
"NKX","America/Los_Angeles","Pacific Standard Time"
"NKY","Africa/Brazzaville","W. Central Africa Standard Time"
"NLA","Africa/Lusaka","South Africa Standard Time"
"NLC","America/Los_Angeles","Pacific Standard Time"
"NLD","America/Matamoros","Central Standard Time"
"NLE","America/Detroit","Eastern Standard Time"
"NLF","Australia/Brisbane","E. Australia Standard Time"
"NLG","America/Anchorage","Alaskan Standard Time"
"NLH","Asia/Shanghai","China Standard Time"
"NLI","Asia/Vladivostok","Vladivostok Standard Time"
"NLK","Pacific/Norfolk","Norfolk Standard Time"
"NLL","Australia/Perth","W. Australia Standard Time"
"NLN","America/Los_Angeles","Pacific Standard Time"
"NLO","Africa/Kinshasa","W. Central Africa Standard Time"
"NLP","Africa/Johannesburg","South Africa Standard Time"
"NLS","Australia/Perth","W. Australia Standard Time"
"NLT","Asia/Shanghai","China Standard Time"
"NLU","America/Mexico_City","Central Standard Time (Mexico)"
"NLV","Europe/Kiev","FLE Standard Time"
"NMA","Asia/Tashkent","West Asia Standard Time"
"NMB","Asia/Kolkata","India Standard Time"
"NMC","America/Nassau","Eastern Standard Time"
"NME","America/Nome","Alaskan Standard Time"
"NMF","Indian/Maldives","West Asia Standard Time"
"NMG","America/Panama","SA Pacific Standard Time"
"NML","America/Edmonton","Mountain Standard Time"
"NMN","Pacific/Port_Moresby","West Pacific Standard Time"
"NMP","Australia/Brisbane","E. Australia Standard Time"
"NMR","Australia/Brisbane","E. Australia Standard Time"
"NMS","Asia/Yangon","Myanmar Standard Time"
"NMT","Asia/Yangon","Myanmar Standard Time"
"NNA","Africa/Casablanca","Morocco Standard Time"
"NNB","Pacific/Guadalcanal","Central Pacific Standard Time"
"NND","Africa/Maputo","South Africa Standard Time"
"NNG","Asia/Shanghai","China Standard Time"
"NNI","Africa/Windhoek","Namibia Standard Time"
"NNK","America/Anchorage","Alaskan Standard Time"
"NNL","America/Anchorage","Alaskan Standard Time"
"NNM","Europe/Moscow","Russian Standard Time"
"NNR","Europe/Dublin","GMT Standard Time"
"NNT","Asia/Bangkok","SE Asia Standard Time"
"NNU","America/Sao_Paulo","E. South America Standard Time"
"NNX","Asia/Kuching","Singapore Standard Time"
"NNY","Asia/Shanghai","China Standard Time"
"NOA","Australia/Sydney","AUS Eastern Standard Time"
"NOB","America/Costa_Rica","Central America Standard Time"
"NOC","Europe/Dublin","GMT Standard Time"
"NOD","Europe/Berlin","W. Europe Standard Time"
"NOG","America/Hermosillo","US Mountain Standard Time"
"NOJ","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"NOK","America/Cuiaba","Central Brazilian Standard Time"
"NOM","Pacific/Port_Moresby","West Pacific Standard Time"
"NON","Pacific/Tarawa","UTC+12"
"NOO","Pacific/Port_Moresby","West Pacific Standard Time"
"NOP","Europe/Istanbul","Turkey Standard Time"
"NOR","Atlantic/Reykjavik","Greenwich Standard Time"
"NOS","Indian/Antananarivo","E. Africa Standard Time"
"NOT","America/Los_Angeles","Pacific Standard Time"
"NOU","Pacific/Noumea","Central Pacific Standard Time"
"NOV","Africa/Luanda","W. Central Africa Standard Time"
"NOZ","Asia/Novokuznetsk","North Asia Standard Time"
"NPA","America/Chicago","Central Standard Time"
"NPE","Pacific/Auckland","New Zealand Standard Time"
"NPG","Pacific/Port_Moresby","West Pacific Standard Time"
"NPH","America/Denver","Mountain Standard Time"
"NPL","Pacific/Auckland","New Zealand Standard Time"
"NPO","Asia/Pontianak","SE Asia Standard Time"
"NPP","Australia/Darwin","AUS Central Standard Time"
"NPR","America/Santarem","SA Eastern Standard Time"
"NPT","America/New_York","Eastern Standard Time"
"NPU","America/Bogota","SA Pacific Standard Time"
"NPY","Africa/Dar_es_Salaam","E. Africa Standard Time"
"NQA","America/Chicago","Central Standard Time"
"NQI","America/Chicago","Central Standard Time"
"NQL","America/Sao_Paulo","E. South America Standard Time"
"NQN","America/Argentina/Salta","Argentina Standard Time"
"NQT","Europe/London","GMT Standard Time"
"NQU","America/Bogota","SA Pacific Standard Time"
"NQX","America/New_York","Eastern Standard Time"
"NQY","Europe/London","GMT Standard Time"
"NQZ","Asia/Almaty","Central Asia Standard Time"
"NRA","Australia/Sydney","AUS Eastern Standard Time"
"NRB","America/New_York","Eastern Standard Time"
"NRD","Europe/Berlin","W. Europe Standard Time"
"NRE","Asia/Jayapura","Tokyo Standard Time"
"NRG","Australia/Perth","W. Australia Standard Time"
"NRI","America/Chicago","Central Standard Time"
"NRK","Europe/Stockholm","W. Europe Standard Time"
"NRL","Europe/London","GMT Standard Time"
"NRM","Africa/Bamako","Greenwich Standard Time"
"NRN","Europe/Amsterdam","W. Europe Standard Time"
"NRR","America/Puerto_Rico","SA Western Standard Time"
"NRS","America/Los_Angeles","Pacific Standard Time"
"NRT","Asia/Tokyo","Tokyo Standard Time"
"NRY","Australia/Darwin","AUS Central Standard Time"
"NSB","America/Nassau","Eastern Standard Time"
"NSE","America/Chicago","Central Standard Time"
"NSH","Asia/Tehran","Iran Standard Time"
"NSI","Africa/Douala","W. Central Africa Standard Time"
"NSK","Asia/Krasnoyarsk","North Asia Standard Time"
"NSL","America/Chicago","Central Standard Time"
"NSM","Australia/Perth","W. Australia Standard Time"
"NSN","Pacific/Auckland","New Zealand Standard Time"
"NSO","Australia/Sydney","AUS Eastern Standard Time"
"NSQ","America/Nuuk","Greenland Standard Time"
"NSR","America/Fortaleza","SA Eastern Standard Time"
"NST","Asia/Bangkok","SE Asia Standard Time"
"NSV","Australia/Brisbane","E. Australia Standard Time"
"NSY","Europe/Rome","W. Europe Standard Time"
"NTB","Europe/Oslo","W. Europe Standard Time"
"NTC","Africa/Maputo","South Africa Standard Time"
"NTD","America/Los_Angeles","Pacific Standard Time"
"NTE","Europe/Paris","Romance Standard Time"
"NTG","Asia/Shanghai","China Standard Time"
"NTI","Asia/Jayapura","Tokyo Standard Time"
"NTJ","America/Denver","Mountain Standard Time"
"NTL","Australia/Sydney","AUS Eastern Standard Time"
"NTN","Australia/Brisbane","E. Australia Standard Time"
"NTO","Atlantic/Cape_Verde","Cape Verde Standard Time"
"NTQ","Asia/Tokyo","Tokyo Standard Time"
"NTR","America/Monterrey","Central Standard Time (Mexico)"
"NTT","Pacific/Tongatapu","Tonga Standard Time"
"NTU","America/New_York","Eastern Standard Time"
"NTX","Asia/Jakarta","SE Asia Standard Time"
"NTY","Africa/Johannesburg","South Africa Standard Time"
"NUB","Australia/Darwin","AUS Central Standard Time"
"NUD","Africa/Khartoum","Sudan Standard Time"
"NUE","Europe/Berlin","W. Europe Standard Time"
"NUF","Asia/Colombo","Sri Lanka Standard Time"
"NUG","Pacific/Bougainville","Bougainville Standard Time"
"NUI","America/Anchorage","Alaskan Standard Time"
"NUK","Pacific/Tahiti","Hawaiian Standard Time"
"NUL","America/Anchorage","Alaskan Standard Time"
"NUM","Asia/Riyadh","Arab Standard Time"
"NUP","America/Nome","Alaskan Standard Time"
"NUQ","America/Los_Angeles","Pacific Standard Time"
"NUR","Australia/Adelaide","Cen. Australia Standard Time"
"NUS","Pacific/Efate","Central Pacific Standard Time"
"NUU","Africa/Nairobi","E. Africa Standard Time"
"NUW","America/Los_Angeles","Pacific Standard Time"
"NUX","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"NVA","America/Bogota","SA Pacific Standard Time"
"NVI","Asia/Samarkand","West Asia Standard Time"
"NVM","America/Cuiaba","Central Brazilian Standard Time"
"NVN","America/Los_Angeles","Pacific Standard Time"
"NVP","America/Manaus","SA Western Standard Time"
"NVS","Europe/Paris","Romance Standard Time"
"NVT","America/Sao_Paulo","E. South America Standard Time"
"NVY","Asia/Kolkata","India Standard Time"
"NWA","Indian/Comoro","E. Africa Standard Time"
"NWI","Europe/London","GMT Standard Time"
"NWT","Pacific/Port_Moresby","West Pacific Standard Time"
"NYA","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"NYE","Africa/Nairobi","E. Africa Standard Time"
"NYI","Africa/Accra","Greenwich Standard Time"
"NYK","Africa/Nairobi","E. Africa Standard Time"
"NYM","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"NYN","Australia/Sydney","AUS Eastern Standard Time"
"NYO","Europe/Stockholm","W. Europe Standard Time"
"NYR","Asia/Yakutsk","Yakutsk Standard Time"
"NYT","Asia/Yangon","Myanmar Standard Time"
"NYU","Asia/Yangon","Myanmar Standard Time"
"NYW","Asia/Yangon","Myanmar Standard Time"
"NZA","Africa/Luanda","W. Central Africa Standard Time"
"NZC","America/Lima","SA Pacific Standard Time"
"NZE","Africa/Conakry","Greenwich Standard Time"
"NZH","Asia/Shanghai","China Standard Time"
"NZL","Asia/Shanghai","China Standard Time"
"NZY","America/Los_Angeles","Pacific Standard Time"
"OAA","Asia/Kabul","Afghanistan Standard Time"
"OAG","Australia/Sydney","AUS Eastern Standard Time"
"OAH","Asia/Kabul","Afghanistan Standard Time"
"OAI","Asia/Kabul","Afghanistan Standard Time"
"OAJ","America/New_York","Eastern Standard Time"
"OAK","America/Los_Angeles","Pacific Standard Time"
"OAL","America/Porto_Velho","SA Western Standard Time"
"OAM","Pacific/Auckland","New Zealand Standard Time"
"OAN","America/Tegucigalpa","Central America Standard Time"
"OAR","America/Los_Angeles","Pacific Standard Time"
"OAS","Asia/Kabul","Afghanistan Standard Time"
"OAX","America/Mexico_City","Central Standard Time (Mexico)"
"OAZ","Asia/Kabul","Afghanistan Standard Time"
"OBC","Africa/Djibouti","E. Africa Standard Time"
"OBD","Asia/Jayapura","Tokyo Standard Time"
"OBE","America/New_York","Eastern Standard Time"
"OBF","Europe/Berlin","W. Europe Standard Time"
"OBI","America/Santarem","SA Eastern Standard Time"
"OBL","Europe/Brussels","Romance Standard Time"
